<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIZ2,1,20121008,212600,148960.00000,148970.00000,148920.00000,148940.00000,193
RIZ2,1,20121008,212700,148940.00000,148990.00000,148940.00000,148990.00000,118
RIZ2,1,20121008,212800,148980.00000,148990.00000,148940.00000,148950.00000,178
RIZ2,1,20121008,212900,148950.00000,148960.00000,148920.00000,148940.00000,129
RIZ2,1,20121008,213000,148950.00000,148990.00000,148930.00000,148990.00000,205
RIZ2,1,20121008,213100,148980.00000,148980.00000,148920.00000,148940.00000,343
RIZ2,1,20121008,213200,148940.00000,148980.00000,148930.00000,148970.00000,160
RIZ2,1,20121008,213300,148970.00000,148980.00000,148930.00000,148940.00000,153
RIZ2,1,20121008,213400,148940.00000,149040.00000,148940.00000,149030.00000,834
RIZ2,1,20121008,213500,149030.00000,149050.00000,149010.00000,149030.00000,372
RIZ2,1,20121008,213600,149030.00000,149030.00000,149010.00000,149030.00000,97
RIZ2,1,20121008,213700,149020.00000,149070.00000,149010.00000,149030.00000,358
RIZ2,1,20121008,213800,149040.00000,149040.00000,149000.00000,149000.00000,153
RIZ2,1,20121008,213900,149000.00000,149020.00000,149000.00000,149020.00000,83
RIZ2,1,20121008,214000,149020.00000,149070.00000,149000.00000,149000.00000,310
RIZ2,1,20121008,214100,149000.00000,149010.00000,148960.00000,148980.00000,406
RIZ2,1,20121008,214200,148980.00000,149030.00000,148960.00000,148980.00000,211
RIZ2,1,20121008,214300,148980.00000,149000.00000,148960.00000,148960.00000,64
RIZ2,1,20121008,214400,148980.00000,148990.00000,148960.00000,148970.00000,74
RIZ2,1,20121008,214500,148970.00000,149030.00000,148960.00000,149010.00000,374
RIZ2,1,20121008,214600,149000.00000,149030.00000,149000.00000,149020.00000,100
RIZ2,1,20121008,214700,149020.00000,149030.00000,149000.00000,149000.00000,68
RIZ2,1,20121008,214800,149010.00000,149010.00000,148960.00000,148980.00000,159
RIZ2,1,20121008,214900,148970.00000,148980.00000,148940.00000,148950.00000,285
RIZ2,1,20121008,215000,148950.00000,149000.00000,148940.00000,149000.00000,431
RIZ2,1,20121008,215100,149000.00000,149000.00000,148970.00000,148980.00000,60
RIZ2,1,20121008,215200,148990.00000,148990.00000,148970.00000,148980.00000,25
RIZ2,1,20121008,215300,148970.00000,149000.00000,148970.00000,148980.00000,59
RIZ2,1,20121008,215400,148990.00000,148990.00000,148960.00000,148980.00000,33
RIZ2,1,20121008,215500,148980.00000,149020.00000,148980.00000,148980.00000,275
RIZ2,1,20121008,215600,148980.00000,149020.00000,148980.00000,149000.00000,94
RIZ2,1,20121008,215700,149000.00000,149050.00000,148960.00000,149000.00000,669
RIZ2,1,20121008,215800,149010.00000,149040.00000,148950.00000,149000.00000,454
RIZ2,1,20121008,215900,148980.00000,149040.00000,148920.00000,149020.00000,918
RIZ2,1,20121008,220000,149010.00000,149070.00000,148960.00000,148980.00000,953
RIZ2,1,20121008,220100,148980.00000,149000.00000,148960.00000,148990.00000,187
RIZ2,1,20121008,220200,148990.00000,149020.00000,148970.00000,148990.00000,318
RIZ2,1,20121008,220300,148980.00000,148990.00000,148970.00000,148970.00000,34
RIZ2,1,20121008,220400,148990.00000,149030.00000,148980.00000,148990.00000,255
RIZ2,1,20121008,220500,149000.00000,149010.00000,148960.00000,148990.00000,244
RIZ2,1,20121008,220600,149000.00000,149020.00000,148980.00000,148980.00000,140
RIZ2,1,20121008,220700,148990.00000,149010.00000,148970.00000,148990.00000,84
RIZ2,1,20121008,220800,149000.00000,149000.00000,148960.00000,148990.00000,332
RIZ2,1,20121008,220900,148980.00000,148980.00000,148950.00000,148980.00000,381
RIZ2,1,20121008,221000,148980.00000,148990.00000,148960.00000,148980.00000,119
RIZ2,1,20121008,221100,148970.00000,148970.00000,148860.00000,148870.00000,1063
RIZ2,1,20121008,221200,148860.00000,148870.00000,148810.00000,148830.00000,971
RIZ2,1,20121008,221300,148830.00000,148870.00000,148820.00000,148850.00000,328
RIZ2,1,20121008,221400,148860.00000,148880.00000,148840.00000,148860.00000,150
RIZ2,1,20121008,221500,148860.00000,148880.00000,148830.00000,148840.00000,344
RIZ2,1,20121008,221600,148850.00000,148890.00000,148840.00000,148890.00000,309
RIZ2,1,20121008,221700,148890.00000,148900.00000,148840.00000,148860.00000,486
RIZ2,1,20121008,221800,148850.00000,148890.00000,148850.00000,148890.00000,222
RIZ2,1,20121008,221900,148890.00000,148900.00000,148860.00000,148900.00000,505
RIZ2,1,20121008,222000,148890.00000,148920.00000,148880.00000,148900.00000,203
RIZ2,1,20121008,222100,148900.00000,148900.00000,148840.00000,148840.00000,321
RIZ2,1,20121008,222200,148850.00000,148870.00000,148820.00000,148860.00000,236
RIZ2,1,20121008,222300,148860.00000,148900.00000,148860.00000,148880.00000,390
RIZ2,1,20121008,222400,148880.00000,148940.00000,148860.00000,148860.00000,545
RIZ2,1,20121008,222500,148860.00000,148880.00000,148830.00000,148860.00000,317
RIZ2,1,20121008,222600,148860.00000,148900.00000,148840.00000,148880.00000,293
RIZ2,1,20121008,222700,148870.00000,148930.00000,148860.00000,148870.00000,500
RIZ2,1,20121008,222800,148890.00000,148920.00000,148850.00000,148890.00000,422
RIZ2,1,20121008,222900,148890.00000,148920.00000,148860.00000,148880.00000,354
RIZ2,1,20121008,223000,148880.00000,148900.00000,148850.00000,148890.00000,169
RIZ2,1,20121008,223100,148890.00000,148920.00000,148880.00000,148880.00000,188
RIZ2,1,20121008,223200,148890.00000,148900.00000,148830.00000,148860.00000,596
RIZ2,1,20121008,223300,148850.00000,148860.00000,148830.00000,148830.00000,172
RIZ2,1,20121008,223400,148830.00000,148860.00000,148800.00000,148840.00000,905
RIZ2,1,20121008,223500,148830.00000,148850.00000,148800.00000,148850.00000,276
RIZ2,1,20121008,223600,148840.00000,148880.00000,148830.00000,148850.00000,166
RIZ2,1,20121008,223700,148850.00000,148880.00000,148840.00000,148850.00000,204
RIZ2,1,20121008,223800,148840.00000,148860.00000,148820.00000,148830.00000,145
RIZ2,1,20121008,223900,148840.00000,148840.00000,148710.00000,148720.00000,887
RIZ2,1,20121008,224000,148710.00000,148750.00000,148670.00000,148670.00000,1056
RIZ2,1,20121008,224100,148680.00000,148700.00000,148580.00000,148620.00000,1344
RIZ2,1,20121008,224200,148620.00000,148680.00000,148600.00000,148660.00000,442
RIZ2,1,20121008,224300,148670.00000,148680.00000,148620.00000,148630.00000,212
RIZ2,1,20121008,224400,148630.00000,148640.00000,148600.00000,148630.00000,382
RIZ2,1,20121008,224500,148630.00000,148630.00000,148590.00000,148600.00000,503
RIZ2,1,20121008,224600,148620.00000,148660.00000,148600.00000,148630.00000,402
RIZ2,1,20121008,224700,148630.00000,148640.00000,148570.00000,148580.00000,420
RIZ2,1,20121008,224800,148580.00000,148650.00000,148560.00000,148630.00000,442
RIZ2,1,20121008,224900,148630.00000,148670.00000,148630.00000,148650.00000,236
RIZ2,1,20121008,225000,148650.00000,148670.00000,148620.00000,148630.00000,285
RIZ2,1,20121008,225100,148630.00000,148650.00000,148610.00000,148630.00000,155
RIZ2,1,20121008,225200,148630.00000,148650.00000,148610.00000,148610.00000,153
RIZ2,1,20121008,225300,148620.00000,148650.00000,148610.00000,148630.00000,205
RIZ2,1,20121008,225400,148630.00000,148650.00000,148620.00000,148630.00000,63
RIZ2,1,20121008,225500,148640.00000,148650.00000,148610.00000,148630.00000,297
RIZ2,1,20121008,225600,148620.00000,148640.00000,148600.00000,148600.00000,184
RIZ2,1,20121008,225700,148600.00000,148620.00000,148560.00000,148590.00000,330
RIZ2,1,20121008,225800,148580.00000,148630.00000,148550.00000,148590.00000,565
RIZ2,1,20121008,225900,148590.00000,148650.00000,148580.00000,148630.00000,637
RIZ2,1,20121008,230000,148650.00000,148720.00000,148600.00000,148700.00000,835
RIZ2,1,20121008,230100,148710.00000,148790.00000,148700.00000,148790.00000,1271
RIZ2,1,20121008,230200,148790.00000,148880.00000,148780.00000,148860.00000,873
RIZ2,1,20121008,230300,148860.00000,148910.00000,148820.00000,148830.00000,885
RIZ2,1,20121008,230400,148830.00000,148900.00000,148820.00000,148880.00000,494
RIZ2,1,20121008,230500,148880.00000,148900.00000,148830.00000,148850.00000,473
RIZ2,1,20121008,230600,148850.00000,148850.00000,148810.00000,148840.00000,217
RIZ2,1,20121008,230700,148830.00000,148870.00000,148820.00000,148850.00000,306
RIZ2,1,20121008,230800,148850.00000,148880.00000,148830.00000,148860.00000,380
RIZ2,1,20121008,230900,148860.00000,148880.00000,148830.00000,148850.00000,169
RIZ2,1,20121008,231000,148850.00000,148870.00000,148840.00000,148870.00000,152
RIZ2,1,20121008,231100,148860.00000,148900.00000,148850.00000,148900.00000,185
RIZ2,1,20121008,231200,148900.00000,148900.00000,148840.00000,148840.00000,241
RIZ2,1,20121008,231300,148850.00000,148890.00000,148830.00000,148880.00000,245
RIZ2,1,20121008,231400,148870.00000,148900.00000,148870.00000,148900.00000,136
RIZ2,1,20121008,231500,148910.00000,148990.00000,148900.00000,148980.00000,1010
RIZ2,1,20121008,231600,148980.00000,149130.00000,148980.00000,149100.00000,2163
RIZ2,1,20121008,231700,149100.00000,149110.00000,149070.00000,149080.00000,510
RIZ2,1,20121008,231800,149080.00000,149080.00000,149040.00000,149050.00000,726
RIZ2,1,20121008,231900,149070.00000,149080.00000,149030.00000,149040.00000,542
RIZ2,1,20121008,232000,149040.00000,149120.00000,149040.00000,149120.00000,553
RIZ2,1,20121008,232100,149110.00000,149140.00000,149090.00000,149140.00000,667
RIZ2,1,20121008,232200,149140.00000,149190.00000,149050.00000,149170.00000,944
RIZ2,1,20121008,232300,149180.00000,149300.00000,149180.00000,149230.00000,2121
RIZ2,1,20121008,232400,149210.00000,149230.00000,149120.00000,149160.00000,570
RIZ2,1,20121008,232500,149150.00000,149200.00000,149110.00000,149110.00000,441
RIZ2,1,20121008,232600,149110.00000,149150.00000,149060.00000,149100.00000,861
RIZ2,1,20121008,232700,149110.00000,149150.00000,149100.00000,149130.00000,256
RIZ2,1,20121008,232800,149120.00000,149160.00000,149110.00000,149140.00000,150
RIZ2,1,20121008,232900,149150.00000,149150.00000,149100.00000,149110.00000,254
RIZ2,1,20121008,233000,149100.00000,149180.00000,149100.00000,149140.00000,584
RIZ2,1,20121008,233100,149150.00000,149160.00000,149090.00000,149130.00000,733
RIZ2,1,20121008,233200,149130.00000,149140.00000,149050.00000,149070.00000,674
RIZ2,1,20121008,233300,149080.00000,149100.00000,149060.00000,149080.00000,289
RIZ2,1,20121008,233400,149080.00000,149080.00000,149050.00000,149080.00000,211
RIZ2,1,20121008,233500,149080.00000,149140.00000,149060.00000,149140.00000,698
RIZ2,1,20121008,233600,149140.00000,149140.00000,149090.00000,149140.00000,296
RIZ2,1,20121008,233700,149130.00000,149140.00000,149080.00000,149100.00000,238
RIZ2,1,20121008,233800,149100.00000,149120.00000,149080.00000,149080.00000,159
RIZ2,1,20121008,233900,149090.00000,149120.00000,149070.00000,149090.00000,238
RIZ2,1,20121008,234000,149090.00000,149100.00000,149020.00000,149030.00000,789
RIZ2,1,20121008,234100,149030.00000,149040.00000,148960.00000,148960.00000,1077
RIZ2,1,20121008,234200,148960.00000,148990.00000,148930.00000,148960.00000,654
RIZ2,1,20121008,234300,148960.00000,148980.00000,148940.00000,148980.00000,245
RIZ2,1,20121008,234400,148970.00000,148990.00000,148950.00000,148970.00000,299
RIZ2,1,20121008,234500,148980.00000,149070.00000,148940.00000,149020.00000,1313
RIZ2,1,20121008,234600,149020.00000,149040.00000,148960.00000,149020.00000,505
RIZ2,1,20121008,234700,149020.00000,149090.00000,149000.00000,149030.00000,1069
RIZ2,1,20121008,234800,149030.00000,149060.00000,148980.00000,148990.00000,808
RIZ2,1,20121008,234900,149000.00000,149070.00000,148930.00000,149010.00000,1600
