<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
GAZP,0,20121008,102504,158.06000,260
GAZP,0,20121008,102504,158.06000,110
GAZP,0,20121008,102508,158.06000,1200
GAZP,0,20121008,102508,158.05000,1300
GAZP,0,20121008,102522,158.10000,100
GAZP,0,20121008,102522,158.14000,50
GAZP,0,20121008,102522,158.16000,270
GAZP,0,20121008,102526,158.14000,50
GAZP,0,20121008,102528,158.07000,10
GAZP,0,20121008,102528,158.06000,300
GAZP,0,20121008,102528,158.05000,440
GAZP,0,20121008,102528,158.05000,600
GAZP,0,20121008,102528,158.06000,50
GAZP,0,20121008,102528,158.05000,250
GAZP,0,20121008,102530,158.05000,860
GAZP,0,20121008,102530,158.05000,520
GAZP,0,20121008,102533,158.05000,390
GAZP,0,20121008,102542,158.10000,300
GAZP,0,20121008,102543,158.12000,20
GAZP,0,20121008,102550,158.10000,30
GAZP,0,20121008,102556,158.13000,10
GAZP,0,20121008,102600,158.11000,200
GAZP,0,20121008,102600,158.10000,50
GAZP,0,20121008,102620,158.13000,10
GAZP,0,20121008,102620,158.13000,1500
GAZP,0,20121008,102620,158.13000,1490
GAZP,0,20121008,102620,158.10000,3510
GAZP,0,20121008,102621,158.10000,5130
GAZP,0,20121008,102623,158.15000,30
GAZP,0,20121008,102623,158.17000,80
GAZP,0,20121008,102623,158.18000,40
GAZP,0,20121008,102633,158.18000,100
GAZP,0,20121008,102646,158.18000,100
GAZP,0,20121008,102656,158.18000,100
GAZP,0,20121008,102701,158.12000,250
GAZP,0,20121008,102711,158.19000,1000
GAZP,0,20121008,102713,158.18000,220
GAZP,0,20121008,102713,158.18000,220
GAZP,0,20121008,102713,158.17000,800
GAZP,0,20121008,102713,158.15000,20
GAZP,0,20121008,102713,158.14000,990
GAZP,0,20121008,102721,158.24000,250
GAZP,0,20121008,102721,158.24000,90
GAZP,0,20121008,102721,158.25000,30
GAZP,0,20121008,102721,158.25000,280
GAZP,0,20121008,102721,158.25000,310
GAZP,0,20121008,102721,158.25000,300
GAZP,0,20121008,102724,158.26000,10
GAZP,0,20121008,102735,158.28000,10
GAZP,0,20121008,102735,158.28000,150
GAZP,0,20121008,102735,158.28000,2160
GAZP,0,20121008,102735,158.29000,1000
GAZP,0,20121008,102735,158.29000,250
GAZP,0,20121008,102735,158.29000,1430
GAZP,0,20121008,102741,158.29000,500
GAZP,0,20121008,102741,158.29000,2000
GAZP,0,20121008,102745,158.26000,80
GAZP,0,20121008,102745,158.26000,700
GAZP,0,20121008,102745,158.25000,1220
GAZP,0,20121008,102745,158.25000,2000
GAZP,0,20121008,102747,158.26000,110
GAZP,0,20121008,102747,158.25000,1890
GAZP,0,20121008,102747,158.25000,2000
GAZP,0,20121008,102757,158.29000,3360
GAZP,0,20121008,102757,158.29000,250
GAZP,0,20121008,102757,158.29000,390
GAZP,0,20121008,102801,158.26000,20
GAZP,0,20121008,102801,158.25000,130
GAZP,0,20121008,102801,158.25000,250
GAZP,0,20121008,102806,158.25000,50
GAZP,0,20121008,102818,158.25000,170
GAZP,0,20121008,102835,158.21000,200
GAZP,0,20121008,102837,158.24000,10
GAZP,0,20121008,102849,158.24000,1100
GAZP,0,20121008,102850,158.24000,100
GAZP,0,20121008,102851,158.24000,1790
GAZP,0,20121008,102851,158.25000,1500
GAZP,0,20121008,102854,158.25000,90
GAZP,0,20121008,102901,158.25000,250
GAZP,0,20121008,102911,158.26000,30
GAZP,0,20121008,102911,158.25000,570
GAZP,0,20121008,102913,158.25000,1120
GAZP,0,20121008,102918,158.26000,50
GAZP,0,20121008,102923,158.25000,600
GAZP,0,20121008,102923,158.25000,10
GAZP,0,20121008,102923,158.25000,750
GAZP,0,20121008,102923,158.25000,300
GAZP,0,20121008,102925,158.25000,100
GAZP,0,20121008,102926,158.25000,1180
GAZP,0,20121008,102930,158.21000,400
GAZP,0,20121008,102931,158.21000,600
GAZP,0,20121008,102931,158.22000,30
GAZP,0,20121008,102931,158.22000,400
GAZP,0,20121008,102931,158.24000,1120
GAZP,0,20121008,102931,158.26000,1260
GAZP,0,20121008,102931,158.26000,2000
GAZP,0,20121008,102931,158.27000,400
GAZP,0,20121008,102931,158.28000,2000
GAZP,0,20121008,102931,158.28000,18000
GAZP,0,20121008,102931,158.28000,1000
GAZP,0,20121008,102931,158.28000,5360
GAZP,0,20121008,102931,158.24000,170
GAZP,0,20121008,102932,158.21000,10
GAZP,0,20121008,102932,158.21000,10
GAZP,0,20121008,102932,158.20000,1000
GAZP,0,20121008,102932,158.20000,30
GAZP,0,20121008,102932,158.20000,130
GAZP,0,20121008,102932,158.19000,400
GAZP,0,20121008,102946,158.20000,100
GAZP,0,20121008,102949,158.19000,600
GAZP,0,20121008,102959,158.17000,200
GAZP,0,20121008,103001,158.17000,250
GAZP,0,20121008,103001,158.17000,400
GAZP,0,20121008,103001,158.17000,150
GAZP,0,20121008,103001,158.17000,300
GAZP,0,20121008,103001,158.16000,10
GAZP,0,20121008,103002,158.16000,990
GAZP,0,20121008,103002,158.15000,9010
GAZP,0,20121008,103002,158.15000,300
GAZP,0,20121008,103002,158.15000,400
GAZP,0,20121008,103002,158.15000,180
GAZP,0,20121008,103002,158.15000,110
GAZP,0,20121008,103003,158.12000,2110
GAZP,0,20121008,103004,158.12000,970
GAZP,0,20121008,103004,158.12000,300
GAZP,0,20121008,103004,158.12000,160
GAZP,0,20121008,103004,158.12000,840
GAZP,0,20121008,103004,158.11000,250
GAZP,0,20121008,103004,158.11000,400
GAZP,0,20121008,103004,158.10000,620
GAZP,0,20121008,103005,158.10000,200
GAZP,0,20121008,103005,158.10000,90
GAZP,0,20121008,103005,158.10000,70
GAZP,0,20121008,103005,158.10000,30
GAZP,0,20121008,103005,158.10000,400
GAZP,0,20121008,103005,158.10000,10
GAZP,0,20121008,103005,158.10000,60
GAZP,0,20121008,103005,158.10000,30
GAZP,0,20121008,103005,158.10000,10
GAZP,0,20121008,103005,158.10000,990
GAZP,0,20121008,103005,158.07000,280
GAZP,0,20121008,103006,158.07000,350
GAZP,0,20121008,103006,158.07000,1770
GAZP,0,20121008,103006,158.07000,4550
GAZP,0,20121008,103006,158.07000,850
GAZP,0,20121008,103006,158.07000,1910
GAZP,0,20121008,103006,158.07000,420
GAZP,0,20121008,103006,158.07000,660
GAZP,0,20121008,103006,158.07000,430
GAZP,0,20121008,103006,158.07000,420
GAZP,0,20121008,103006,158.07000,420
GAZP,0,20121008,103006,158.07000,410
GAZP,0,20121008,103006,158.07000,2530
GAZP,0,20121008,103006,158.07000,420
GAZP,0,20121008,103006,158.07000,1580
GAZP,0,20121008,103006,158.06000,1640
GAZP,0,20121008,103006,158.07000,2000
GAZP,0,20121008,103006,158.06000,120
GAZP,0,20121008,103006,158.07000,420
GAZP,0,20121008,103006,158.06000,430
GAZP,0,20121008,103006,158.06000,910
GAZP,0,20121008,103006,158.06000,420
GAZP,0,20121008,103006,158.06000,850
GAZP,0,20121008,103006,158.06000,900
GAZP,0,20121008,103006,158.06000,2990
GAZP,0,20121008,103006,158.06000,420
GAZP,0,20121008,103006,158.06000,740
GAZP,0,20121008,103006,158.06000,420
GAZP,0,20121008,103007,158.06000,420
GAZP,0,20121008,103007,158.06000,430
GAZP,0,20121008,103007,158.06000,420
GAZP,0,20121008,103007,158.06000,430
GAZP,0,20121008,103007,158.06000,510
GAZP,0,20121008,103007,158.06000,1300
GAZP,0,20121008,103007,158.06000,420
GAZP,0,20121008,103007,158.06000,430
GAZP,0,20121008,103007,158.06000,430
GAZP,0,20121008,103007,158.06000,430
GAZP,0,20121008,103007,158.06000,3050
GAZP,0,20121008,103007,158.06000,430
GAZP,0,20121008,103007,158.06000,1090
GAZP,0,20121008,103007,158.06000,370
GAZP,0,20121008,103007,158.05000,490
GAZP,0,20121008,103007,158.05000,430
GAZP,0,20121008,103007,158.05000,430
GAZP,0,20121008,103007,158.05000,430
GAZP,0,20121008,103007,158.05000,430
GAZP,0,20121008,103007,158.05000,850
GAZP,0,20121008,103007,158.05000,750
GAZP,0,20121008,103007,158.05000,420
GAZP,0,20121008,103012,158.07000,10
GAZP,0,20121008,103012,158.06000,300
GAZP,0,20121008,103012,158.05000,90
GAZP,0,20121008,103013,158.05000,320
GAZP,0,20121008,103013,158.05000,70
GAZP,0,20121008,103013,158.05000,1000
GAZP,0,20121008,103013,158.05000,730
GAZP,0,20121008,103014,158.05000,1070
GAZP,0,20121008,103014,158.05000,650
GAZP,0,20121008,103014,158.08000,80
GAZP,0,20121008,103014,158.08000,100
GAZP,0,20121008,103022,158.06000,10
GAZP,0,20121008,103022,158.06000,290
GAZP,0,20121008,103022,158.06000,220
GAZP,0,20121008,103023,158.07000,3510
GAZP,0,20121008,103026,158.07000,100
GAZP,0,20121008,103032,158.07000,800
GAZP,0,20121008,103033,158.08000,100
GAZP,0,20121008,103033,158.07000,760
GAZP,0,20121008,103033,158.07000,10
GAZP,0,20121008,103048,158.08000,30
GAZP,0,20121008,103050,158.08000,170
GAZP,0,20121008,103050,158.08000,210
GAZP,0,20121008,103057,158.11000,450
GAZP,0,20121008,103058,158.11000,300
GAZP,0,20121008,103058,158.11000,100
GAZP,0,20121008,103058,158.14000,200
GAZP,0,20121008,103059,158.09000,810
GAZP,0,20121008,103100,158.14000,1600
GAZP,0,20121008,103100,158.14000,100
GAZP,0,20121008,103100,158.14000,10
GAZP,0,20121008,103100,158.15000,210
GAZP,0,20121008,103100,158.15000,600
GAZP,0,20121008,103101,158.09000,250
GAZP,0,20121008,103102,158.15000,300
GAZP,0,20121008,103102,158.15000,150
GAZP,0,20121008,103102,158.15000,150
GAZP,0,20121008,103106,158.10000,10
GAZP,0,20121008,103112,158.15000,1000
GAZP,0,20121008,103119,158.11000,100
GAZP,0,20121008,103132,158.11000,1230
GAZP,0,20121008,103132,158.10000,2970
GAZP,0,20121008,103140,158.14000,600
GAZP,0,20121008,103141,158.11000,10
GAZP,0,20121008,103141,158.14000,600
GAZP,0,20121008,103141,158.14000,300
GAZP,0,20121008,103141,158.14000,150
GAZP,0,20121008,103142,158.14000,150
GAZP,0,20121008,103142,158.15000,150
GAZP,0,20121008,103142,158.15000,750
GAZP,0,20121008,103142,158.15000,600
GAZP,0,20121008,103142,158.15000,300
GAZP,0,20121008,103143,158.14000,10
GAZP,0,20121008,103143,158.11000,270
GAZP,0,20121008,103143,158.11000,1020
GAZP,0,20121008,103147,158.15000,100
GAZP,0,20121008,103200,158.12000,250
GAZP,0,20121008,103201,158.12000,30
GAZP,0,20121008,103201,158.12000,590
GAZP,0,20121008,103204,158.15000,600
GAZP,0,20121008,103204,158.13000,700
GAZP,0,20121008,103204,158.12000,3530
GAZP,0,20121008,103204,158.15000,750
GAZP,0,20121008,103204,158.15000,300
GAZP,0,20121008,103209,158.15000,50
GAZP,0,20121008,103220,158.15000,10
GAZP,0,20121008,103224,158.15000,10680
GAZP,0,20121008,103236,158.15000,10
GAZP,0,20121008,103239,158.15000,150
GAZP,0,20121008,103250,158.13000,500
GAZP,0,20121008,103301,158.13000,250
GAZP,0,20121008,103302,158.15000,1750
GAZP,0,20121008,103302,158.15000,10
GAZP,0,20121008,103305,158.15000,30
GAZP,0,20121008,103305,158.15000,10
GAZP,0,20121008,103305,158.15000,40
GAZP,0,20121008,103305,158.15000,10
GAZP,0,20121008,103305,158.15000,160
GAZP,0,20121008,103306,158.15000,50
GAZP,0,20121008,103306,158.15000,110
GAZP,0,20121008,103306,158.15000,130
GAZP,0,20121008,103306,158.15000,30
GAZP,0,20121008,103306,158.15000,30
GAZP,0,20121008,103316,158.16000,10
GAZP,0,20121008,103316,158.16000,1500
GAZP,0,20121008,103316,158.16000,620
GAZP,0,20121008,103316,158.16000,1230
GAZP,0,20121008,103316,158.17000,490
GAZP,0,20121008,103316,158.17000,14360
GAZP,0,20121008,103316,158.17000,17950
GAZP,0,20121008,103316,158.17000,17180
GAZP,0,20121008,103316,158.17000,60
GAZP,0,20121008,103316,158.17000,10
GAZP,0,20121008,103316,158.17000,160
GAZP,0,20121008,103316,158.17000,1500
GAZP,0,20121008,103316,158.17000,400
GAZP,0,20121008,103316,158.18000,10000
GAZP,0,20121008,103316,158.18000,50
GAZP,0,20121008,103316,158.18000,2000
GAZP,0,20121008,103316,158.20000,1000
GAZP,0,20121008,103316,158.20000,80
GAZP,0,20121008,103316,158.20000,210
GAZP,0,20121008,103316,158.20000,200
GAZP,0,20121008,103316,158.20000,30
GAZP,0,20121008,103316,158.20000,500
GAZP,0,20121008,103316,158.20000,300
GAZP,0,20121008,103316,158.20000,2000
GAZP,0,20121008,103316,158.20000,600
GAZP,0,20121008,103316,158.20000,2000
GAZP,0,20121008,103316,158.20000,560
GAZP,0,20121008,103316,158.17000,2000
GAZP,0,20121008,103316,158.16000,400
GAZP,0,20121008,103340,158.18000,100
GAZP,0,20121008,103341,158.19000,500
GAZP,0,20121008,103343,158.18000,100
GAZP,0,20121008,103401,158.14000,250
GAZP,0,20121008,103413,158.15000,40
GAZP,0,20121008,103413,158.13000,250
GAZP,0,20121008,103413,158.13000,10
GAZP,0,20121008,103413,158.13000,100
GAZP,0,20121008,103421,158.13000,20
GAZP,0,20121008,103427,158.13000,280
GAZP,0,20121008,103427,158.13000,300
GAZP,0,20121008,103427,158.14000,1400
GAZP,0,20121008,103427,158.14000,650
GAZP,0,20121008,103442,158.15000,100
GAZP,0,20121008,103442,158.17000,10
GAZP,0,20121008,103442,158.17000,290
GAZP,0,20121008,103442,158.18000,280
GAZP,0,20121008,103442,158.19000,30
GAZP,0,20121008,103442,158.19000,600
GAZP,0,20121008,103443,158.19000,310
GAZP,0,20121008,103443,158.19000,100
GAZP,0,20121008,103443,158.19000,190
GAZP,0,20121008,103443,158.19000,10
GAZP,0,20121008,103443,158.19000,500
GAZP,0,20121008,103443,158.21000,100
GAZP,0,20121008,103443,158.21000,280
GAZP,0,20121008,103443,158.27000,110
GAZP,0,20121008,103443,158.27000,210
GAZP,0,20121008,103443,158.27000,50
GAZP,0,20121008,103450,158.20000,80
GAZP,0,20121008,103501,158.19000,250
GAZP,0,20121008,103516,158.23000,280
GAZP,0,20121008,103516,158.23000,1610
GAZP,0,20121008,103517,158.24000,10
GAZP,0,20121008,103517,158.25000,20
GAZP,0,20121008,103528,158.25000,60
GAZP,0,20121008,103541,158.20000,50
GAZP,0,20121008,103541,158.20000,150
GAZP,0,20121008,103549,158.25000,90
GAZP,0,20121008,103549,158.25000,100
GAZP,0,20121008,103549,158.25000,200
GAZP,0,20121008,103549,158.25000,10
GAZP,0,20121008,103552,158.20000,1200
GAZP,0,20121008,103553,158.18000,1000
GAZP,0,20121008,103553,158.18000,1500
GAZP,0,20121008,103553,158.15000,100
GAZP,0,20121008,103553,158.15000,250
GAZP,0,20121008,103553,158.15000,600
GAZP,0,20121008,103553,158.15000,5890
GAZP,0,20121008,103553,158.15000,1300
GAZP,0,20121008,103555,158.13000,930
GAZP,0,20121008,103601,158.13000,70
GAZP,0,20121008,103601,158.13000,180
GAZP,0,20121008,103609,158.12000,10
GAZP,0,20121008,103609,158.12000,50
GAZP,0,20121008,103609,158.12000,40
GAZP,0,20121008,103612,158.11000,500
GAZP,0,20121008,103612,158.11000,310
GAZP,0,20121008,103619,158.10000,10
GAZP,0,20121008,103619,158.10000,190
GAZP,0,20121008,103644,158.15000,100
GAZP,0,20121008,103644,158.15000,280
GAZP,0,20121008,103644,158.15000,170
GAZP,0,20121008,103652,158.17000,280
GAZP,0,20121008,103652,158.15000,400
GAZP,0,20121008,103652,158.14000,70
GAZP,0,20121008,103701,158.14000,10
GAZP,0,20121008,103701,158.14000,240
GAZP,0,20121008,103713,158.17000,240
GAZP,0,20121008,103722,158.11000,1200
GAZP,0,20121008,103722,158.11000,3800
GAZP,0,20121008,103741,158.20000,40
GAZP,0,20121008,103742,158.17000,80
GAZP,0,20121008,103743,158.20000,1350
GAZP,0,20121008,103749,158.17000,200
GAZP,0,20121008,103751,158.19000,10
GAZP,0,20121008,103753,158.19000,10
GAZP,0,20121008,103753,158.19000,10
GAZP,0,20121008,103759,158.19000,50
GAZP,0,20121008,103800,158.20000,10
GAZP,0,20121008,103801,158.17000,20
GAZP,0,20121008,103801,158.17000,230
GAZP,0,20121008,103813,158.17000,270
GAZP,0,20121008,103813,158.17000,180
GAZP,0,20121008,103813,158.17000,100
GAZP,0,20121008,103813,158.16000,140
